% Task ID	Task location(GPS latitude)	Task location(GPS longitude)	Task price	Task status
0113	22.66919267	114.0384117	66.5	0
0114	22.59628077	113.8550628	66.5	0
0115	22.68518823	113.8115675	67	0
0116	22.70700814	114.0967766	66	0
0117	22.730349	114.068783	67	0
0118	22.607611	113.8698943	65.5	0
0119	22.58488076	113.913275	66	1
0120	22.5609901	113.894563	65.5	0
0121	22.73565178	114.280464	65	1
0122	22.58194314	113.8880166	66.5	1
0123	22.58297289	113.9071834	65.5	1
0124	22.54138954	113.9191104	66	1
0125	22.77040177	113.8551161	66	0
0126	23.16769035	113.6651728	75	1
0127	23.16549805	113.3875901	65.5	1
0128	23.159336	113.3387113	65.5	0
0129	23.16878915	113.4199598	66.5	1
0130	23.12849295	113.3506186	65	0
0131	23.13070225	113.4162609	65.5	0
0132	23.13822079	113.3894867	65	0
0133	23.18611685	113.5974857	75	1
0134	23.12401896	113.411547	65	0
0135	23.1381659	113.3728361	65.5	1
0136	23.19967301	113.406847	68.5	0
0137	23.12248087	113.3611249	65.5	0
0138	23.20013915	113.374909	65.5	0
0139	23.10125022	113.5484367	68	0
0140	23.12486646	113.5614453	69	0
0141	23.10871181	113.4928846	66.5	0
0142	23.12431564	113.4081151	65	0
0143	23.16751438	113.3379544	66	0
0144	23.13544204	113.390008	65	0
0145	23.13680577	113.3315495	65	0
0146	23.11593032	113.4204891	66	0
0147	23.16189407	113.3433346	66	0
0148	23.10979739	113.4534484	66	0
0149	23.10975809	113.4534812	66	0
0150	23.19090473	113.4492017	73	1
0151	23.10871181	113.4928846	66.5	1
0152	23.09982822	113.4849635	65.5	0
0153	23.07978943	113.429745	70.5	1
0154	23.11810119	113.5442171	67	1
0155	23.10871181	113.4928846	66.5	1
0156	23.10112473	113.4872412	65.5	0
0157	23.14872294	113.5152914	73.5	0
0158	23.0479764	113.2892933	69	0
0159	23.11114068	113.2782409	66	0
0160	22.9345908	113.4167995	70	0
0161	23.39690863	113.3475114	75	0
0162	23.09138071	113.5316771	70	0
0163	23.21565299	113.3005692	66	0
0164	22.96099325	113.4427752	66.5	0
0165	23.21280913	113.2563331	65.5	0
0166	23.29451408	113.3313063	69	0
0167	23.23745771	113.2042653	70	0
0168	23.37184576	113.3603993	74.5	0
0169	23.38627895	113.410599	74	0
0170	23.25778406	113.3199932	65.5	0
0171	23.08029132	113.2042061	67.5	0
0172	23.21280913	113.2563331	65.5	0
0173	23.25231339	113.2640936	66.5	0
0174	23.26171206	113.2736317	65.5	0
0175	23.19657146	113.248218	65	0
0176	23.23376317	113.2234607	67.5	0
0177	22.60495971	113.8575896	66	0
0178	22.75034263	113.5835226	70	1
0179	23.11295796	113.2185961	67	1
0180	23.13175901	113.275758	65	0
0181	23.1404539	113.2885119	65.5	1
0182	23.12882385	113.4224455	65.5	0
0183	23.1381659	113.3728361	65.5	1
0184	23.13534304	113.3037146	65	0
0185	23.14416119	113.2937609	65.5	1
0186	23.13508872	113.3087933	65	0
0187	23.12912268	113.3502696	65.5	0
0188	23.13559919	113.3507531	65.5	0
0189	22.89140037	113.4634086	69.5	1
0190	23.1324472	113.3398257	65.5	1
0191	23.13782219	113.3913207	65	0
0192	23.13708468	113.3341858	65	0
0193	23.19965405	113.3471287	65.5	0
0194	23.16281868	113.418328	66	1
0195	23.16213347	113.3362425	65.5	0
0196	23.17452179	113.3590439	66.5	0
0197	23.13963001	113.373441	65	0
0198	22.82926076	113.5128066	75	1
0199	22.77403434	113.5634849	74.5	1
0200	22.76096874	113.5670518	75	1
0201	23.06873266	113.2597245	67	1
0202	23.38043854	113.2148083	70	1
0203	23.06832244	113.259826	67	0
0204	22.80661724	113.5538411	66.5	1
0205	22.80808312	113.5540935	66.5	1
0206	22.8075467	113.5521662	70	1
0207	22.75155653	113.5823006	70	1
0208	22.73722496	113.49332	75	1
0209	22.75149396	113.5830112	70	1
0210	23.10871181	113.4928846	67	1
0211	23.14381101	113.225977	66	0
0212	23.45231332	113.1865032	70	0
0213	23.33873201	113.287509	68	1
0214	23.46633279	113.159492	70	0
0215	23.14217367	113.2258303	66	0
0216	23.37477577	113.1788848	70.5	1
0217	23.4707977	113.1623173	70	0
0218	23.13697262	113.2511805	66	1
0219	23.45673194	113.2818311	70.5	1
0220	23.39286447	113.2168771	65	1
0221	23.45948327	113.1906655	70	0
0222	22.71023017	113.5528912	75	1
0223	23.46689744	113.1568477	70	0
0224	23.39484028	113.2214471	70	0
0225	23.33887144	113.1110649	75	1
0226	23.4739307	113.2286618	75	0
0227	23.4153625	113.2559812	70	1
0228	23.39620146	113.2148232	65.5	1
0229	23.40499354	113.2185644	70	1
0230	23.07562227	113.2882907	66	1
0231	23.37243417	113.2076071	70	1
0232	23.42583117	113.2080568	70	1
0233	23.39841078	113.2515307	70	1
0234	23.38959437	113.2094492	70	1
0235	23.40380215	113.2090908	70	1
0236	23.39508831	113.2092329	70	1
0237	23.09692801	113.239735	66	1
0238	23.40841281	113.2127554	70	1
0239	23.09187146	113.3378758	65	1
0240	23.39484028	113.2214471	70	0
0241	23.09537864	113.340586	65.5	0
0242	23.40649056	113.1696376	71.5	1
0243	23.10022614	113.2726541	65.5	0
0244	23.11405394	113.2681623	66	0
0245	23.42604026	113.2057436	70	1
0246	23.09144379	113.3619952	66.5	0
0247	23.07250678	113.3232631	66	1
0248	23.09874703	113.3145001	65	0
0249	23.09223544	113.3618211	66.5	0
0250	23.09225763	113.3092172	65.5	1
0251	23.07813828	113.3563529	66.5	0
0252	23.07207495	113.3573906	67	0
0253	23.08686269	113.3324673	65	1
0254	23.09349108	113.2792664	65.5	1
0255	23.08887865	113.3283798	65	1
0256	23.08690863	113.3432045	65.5	1
0257	23.08762923	113.3338413	65	1
0258	23.06884733	113.3226199	66.5	1
0259	23.01403653	113.3995947	68	1
0260	23.08308279	113.3399863	65.5	1
0261	23.0479764	113.2892933	69	0
0262	23.09231582	113.333797	65	1
0263	22.94104074	113.3643577	65	1
0264	23.09607127	113.321481	65.5	1
0265	23.01919557	113.3252713	65.5	1
0266	22.8145924	113.4191078	75	0
0267	22.96639568	113.4186506	67	1
0268	22.9345908	113.4167995	70	1
0269	22.99106044	113.4052447	70.5	1
0270	22.96178714	113.4420382	66	1
0271	22.88992793	113.4614475	72	1
0272	23.02170016	113.3574494	68	1
0273	22.8100654	113.4141599	75	0
0274	23.00743132	113.3201755	67	1
0275	22.94194927	113.3712035	65.5	0
0276	22.94428352	113.4044932	65	1
0277	22.96481939	113.3565805	66.5	1
0278	22.9345908	113.4167995	70	1
0279	22.98035071	113.3222749	66	1
0280	22.95705294	113.4238473	67	1
0281	22.96859452	113.4081296	65.5	1
0282	22.95454492	113.3451482	66.5	1
0283	22.92265134	113.3754902	68	1
0284	22.94228167	113.3604421	65	1
0285	22.95321398	113.3659058	65.5	0
0286	22.95435755	113.3680492	65.5	1
0287	22.9677616	113.4044377	65.5	1
0288	22.95410901	113.358418	65.5	0
0289	22.94001202	113.360734	65	0
0290	23.05399472	113.2699138	69	1
0291	22.94289179	113.3606862	65	0
0292	23.55528066	113.5988663	70	1
0293	22.94548161	113.4033092	65	1
0294	22.96950879	113.3827743	67.5	1
0295	23.56341133	113.5803848	70	1
0296	23.62547628	113.4313956	70	1
0297	23.87839806	113.5397114	70	1
0298	23.72311773	113.739427	75	1
0299	23.56038693	113.6018782	70	1
0300	23.54435986	113.5926833	70	1
0301	23.54456994	113.5926934	70	1
0302	23.55079636	113.5963006	70	1
0303	23.81610767	113.9579294	75	1
0304	23.54966086	113.5927756	70	1
0305	23.23158622	113.2643764	66.5	1
0306	23.55654335	113.594664	70	1
0307	23.55090902	113.602251	70	1
0308	23.45165523	113.2845092	70	1
0309	23.21417689	113.2830531	65.5	1
0310	23.34332347	113.301253	66.5	1
0311	23.55840651	113.5895144	70	1
0312	23.24103979	113.3111972	65.5	1
0313	23.17268536	113.2829081	67.5	0
0314	23.17916744	113.2579074	65.5	0
0315	23.22905901	113.274368	66	1
0316	23.19914624	113.2594586	65.5	0
0317	23.21375407	113.2848136	65.5	1
0318	23.25396062	113.3157819	65.5	1
0319	23.21385224	113.250264	65.5	1
0320	23.21696173	113.2862596	65	1
0321	23.29451408	113.3313063	69	1
0322	23.24188766	113.2770715	66	0
0323	23.24225952	113.3111664	65.5	1
0324	23.18365032	113.2334603	65	1
0325	23.19907045	113.2387753	65.5	0
0326	23.23709476	113.2837807	65.5	1
0327	23.18718813	113.3366981	66	0
0328	23.22035048	113.249282	66	0
0329	23.21844312	113.2333725	65	1
0330	23.21277909	113.2649338	65.5	1
0331	23.22783298	113.3098073	65.5	0
0332	23.17801596	113.2461178	65	1
0333	23.22050464	113.2826379	65.5	1
0334	23.18623308	113.2363258	65	1
0335	23.29451408	113.3313063	69	1
0336	23.15898957	113.2276926	65.5	1
0337	23.21394862	113.281015	65.5	1
0338	23.17886838	113.2482347	65	1
0339	23.21872162	113.2323053	65	1
0340	23.21794012	113.2368675	65.5	1
0341	23.29451408	113.3313063	69	1
0342	23.23158622	113.2643764	66.5	1
0343	23.23159701	113.283057	65.5	0
0344	23.15334517	113.2396818	66	1
0345	23.21271064	113.2644744	65.5	1
0346	23.22137104	113.2360855	65.5	1
0347	23.17281527	113.3224149	66	0
0348	23.20636522	113.3358956	65.5	0
0349	23.23637165	113.279566	65.5	1
0350	23.19538681	113.2410703	65	0
0351	23.22620876	113.3095973	65.5	0
0352	23.1570952	113.2297309	65.5	1
0353	23.161857	113.2676472	65.5	0
0354	23.15645038	113.2549363	66.5	0
0355	22.63899906	114.0675793	65.5	0
0356	22.51924352	113.9195281	65.5	1
0357	22.67057736	113.8735894	72.5	0
0358	22.58781321	113.9729021	66.5	0
0359	22.57204653	114.1188134	66	0
0360	22.58243264	113.9591486	65.5	0
0361	22.68008861	113.8347861	65.5	0
0362	22.5635259	113.9893556	66	0
0363	23.01217957	113.3974048	68	0
0364	22.6873087	113.9459597	65	0
0365	23.2177189	113.23556	65.5	0
0366	23.27373214	113.3010978	66	0
0367	23.30080982	113.3621418	65.5	0
0368	23.26172271	113.2781659	65.5	0
0369	22.54605355	114.0259737	66.5	0
0370	23.14311721	113.2254512	66	0
0371	23.3004295	113.3621215	65.5	0
0372	23.19924759	113.334818	65.5	0
0373	23.09705081	113.6581524	68	1
0374	23.12928955	113.6604402	75	1
0375	22.64153534	114.0719117	65.5	0
0376	23.03098143	113.3157936	65	1
0377	22.97984508	113.3212453	66	1
0378	23.13206675	113.2749836	65	0
0379	23.12974908	113.2752038	65	1
0380	22.96267859	113.4455898	66	1
0381	23.12858004	113.3011622	65.5	1
0382	23.14246797	113.3005	65	0
0383	23.18246071	113.3497966	66	0
0384	22.77665396	113.5933558	75	1
0385	22.64946304	113.6129849	75	1
0386	23.13891176	113.3274613	65	0
0387	23.12382897	113.3298085	65.5	1
0388	22.80839337	113.5539168	72	1
0389	23.14416119	113.2937609	65.5	1
0390	22.82771435	113.5218711	74	1
0391	23.13562043	113.3048107	65	0
0392	23.12742643	113.2581662	65	1
0393	23.446661	113.2201755	75	1
0394	23.08068204	113.2757904	66	1
0395	23.47430929	113.163008	75	0
0396	23.12011401	113.253472	65.5	1
0397	23.44184274	113.3286502	72	1
0398	23.37803295	113.2569259	75	1
0399	23.4422023	113.3300279	72	0
0400	23.40329889	113.2398514	75	1
0401	23.43115969	113.4254505	75	1
0402	23.03030049	113.3145988	65	1
0403	22.97479086	113.3293635	66	1
0404	23.01335039	113.3953229	68	1
0405	22.88992793	113.4614475	72	1
0406	22.84224477	113.3450767	73	1
0407	23.46444973	113.1728925	75	0
0408	23.02768375	113.3178615	65	1
0409	22.97556192	113.4972296	75	1
0410	22.83996892	113.3498966	73.5	0
0411	22.91229115	113.3507636	75	1
0412	23.02749214	113.3208977	65	1
0413	22.9505863	113.360999	65.5	1
0414	22.97284334	113.3354088	65.5	1
0415	22.96099325	113.4427752	72	1
0416	22.96283395	113.4063597	65.5	1
0417	22.95377413	113.4063406	65.5	1
0418	23.54196985	113.5979552	75	1
0419	22.94294137	113.4065271	65	1
0420	22.89445321	113.4096635	70	1
0421	23.01619601	113.3314991	65.5	1
0422	23.15655948	113.2149279	66.5	1
0423	22.9564903	113.3756996	65.5	1
0424	23.55366671	113.5951132	75	1
0425	23.29881375	113.3629421	65.5	1
0426	23.45457434	113.4983044	80	1
0427	23.2516148	113.2923559	66	1
0428	23.28119075	113.2376396	75	1
0429	23.5532428	113.5953837	75	1
0430	23.25840064	113.2999763	66	1
0431	23.55380843	113.5953328	75	1
0432	23.20717633	113.2643515	65	1
0433	23.22050464	113.2826379	65.5	1
0434	23.21772876	113.273664	65.5	1
0435	23.45803366	113.1869153	75	0
0436	23.3754398	113.2134638	75	0
0437	23.47484287	113.1908172	75	0
0438	23.47290189	113.1700943	75	0
0439	23.46841629	113.1611801	75	0
0440	22.52619876	113.9892211	69.5	0
0441	22.55528126	114.1160913	67	0
0442	22.72286461	114.2445007	69	0
0443	22.56778253	114.1781275	73	0
0444	22.56382444	113.9907634	66.5	0
0445	22.6315777	114.1233026	72	1
0446	22.68155741	113.9462038	72	0
0447	22.54700517	114.1111563	66.5	0
0448	22.54938063	114.0502177	67	0
0449	22.5342988	114.0317449	66	0
0450	22.57872798	114.4936096	85	0
0451	22.64040872	114.043872	66	0
0452	22.73383221	113.8315273	65.5	0
0453	22.78567173	113.9004089	65.5	0
0454	22.77248305	113.853852	66	0
0455	22.74040934	113.7890795	72	0
0456	22.6614933	114.0272899	65	0
0457	23.46633279	113.159492	72	0
0458	22.58197746	113.8879268	66.5	0
0459	22.805179	113.5628515	72	0
0460	22.70528903	114.1403154	85	0
0461	23.19096422	113.3331534	65.5	1
0462	22.52394954	113.9434416	65.5	1
0463	23.09785202	113.3057915	65	0
0464	22.52712849	114.0539088	65.5	0
0465	22.54660305	114.1049551	67	0
0466	22.57517644	114.1449386	67	0
0467	22.5684784	113.9001112	65.5	0
0468	22.5382642	114.0658681	80	0
0469	23.13875611	113.3288103	65	0
0470	23.14339098	113.6011789	75	1
0471	23.12003249	113.2890606	80	0
0472	23.13542532	113.3037677	65	0
0473	23.16432044	113.2431433	66	1
0474	23.12585311	113.4120539	65	1
0475	23.1260612	113.3323389	65.5	1
0476	23.15263157	113.3319798	65	1
0477	23.128422	113.4111868	80	0
0478	23.18845597	113.2716284	80	0
0479	22.94295695	113.3934216	66	1
0480	23.09450111	113.2664068	66.5	1
0481	23.19676966	113.2703134	80	1
0482	23.00569584	113.1243661	65.5	0
0483	23.04490751	113.7884342	65.5	1
0484	23.03272552	113.12013	65.5	0
0485	23.00621128	113.1241309	65.5	0
0486	22.77759139	113.7516813	70	1
0487	22.72103752	114.1790518	70.5	1
0488	22.81230491	114.1729882	72	1
0489	22.801073	113.7618106	66.5	1
0490	23.03122319	113.1207972	65.5	0
0491	23.05595171	113.871321	70.5	1
0492	22.91692471	113.6433026	71.5	1
0493	22.87739958	114.1275908	70	1
0494	23.06483206	113.7971486	66.5	1
0495	23.01025416	113.6817199	69	1
0496	23.06159876	113.6626383	67.5	1
0497	23.0416214	113.7119223	68.5	1
0498	23.08542731	113.6936712	70	1
0499	22.85522568	114.1534998	70	1
0500	22.80544018	113.8238665	67.5	1
0501	22.82232789	113.7424637	70	1
0502	22.85094098	114.1669061	70	1
0503	22.85030931	114.1708909	70	1
0504	23.00567603	113.7076519	70	1
0505	23.06209254	113.826673	68	1
0506	22.84478414	113.6454694	69.5	1
0507	22.85171477	113.6315449	67.5	1
0508	22.86139706	113.8539976	72.5	1
0509	22.81963599	113.8037291	65	1
0510	22.79566135	114.1565339	70	1
0511	22.80567514	113.7907865	67	1
0512	23.00064852	113.6154402	67	1
0513	22.78249643	113.7638949	66	1
0514	22.95998261	113.0474105	72.5	1
0515	23.01478583	113.6858529	68.5	1
0516	22.78139716	113.7672628	66	1
0517	23.05170834	113.8429711	69.5	1
0518	22.99142805	113.7725018	67.5	1
0519	23.07829135	113.7987384	69	1
0520	23.06286454	113.7987584	66.5	1
0521	23.0553869	113.7700911	65.5	1
0522	22.80016347	114.0627615	70	1
0523	23.04845541	113.5499061	75	1
0524	22.82104527	113.8090357	65	1
0525	22.7958979	113.7978335	68	1
0526	23.06060865	113.7374003	66.5	1
0527	23.01783954	113.8233686	69	1
0528	23.05828484	113.8147964	67	1
0529	22.96936454	113.8966138	69.5	1
0530	23.01465206	113.7680676	65.5	1
0531	22.99522565	113.8000233	71	1
0532	23.05866525	113.8321688	68	1
0533	22.98744806	113.725147	68	1
0534	22.99313225	113.7323716	67	1
0535	23.02871297	113.8045789	66	1
0536	22.97417485	113.7345883	67.5	1
0537	22.94132785	113.6767951	66	1
0538	22.84339687	113.2557574	66	0
0539	23.06167985	113.8102199	67	1
0540	23.17934885	112.8994031	70	1
0541	23.17455266	113.0688513	75	1
0542	23.17677756	112.8784023	70	1
0543	23.16943397	112.9073857	70	1
0544	23.2615299	113.0247518	75	1
0545	23.16865186	112.8938126	70	1
0546	23.16321812	112.9148997	70	1
0547	23.07057951	112.8445408	75	1
0548	22.90422292	112.9019826	75	1
0549	23.0386685	113.2034172	70	1
0550	23.20300498	113.1713931	69.5	1
0551	23.17018893	112.9060636	70	1
0552	22.87794292	113.2265578	70.5	1
0553	23.18828575	113.2051584	68	1
0554	23.1176526	113.1774208	66.5	1
0555	23.14659839	113.1104485	67.5	1
0556	23.12232763	113.1914852	67	1
0557	23.16730584	112.902416	70	1
0558	23.10435408	113.1991211	66.5	1
0559	23.18585718	113.0927552	75	1
0560	23.06677042	113.1421953	66.5	1
0561	23.04403683	112.9214509	71.5	1
0562	22.83661574	113.0000318	73	1
0563	23.00707365	113.008964	73.5	1
0564	22.95343786	112.9712874	75	1
0565	23.07826539	113.0413813	70	1
0566	23.11360001	113.0152889	73.5	1
0567	23.0386685	113.2034172	70	1
0568	23.0695963	113.156189	66	1
0569	22.90311313	112.8923366	73	1
0570	23.06369651	113.1355791	66.5	1
0571	22.91055956	112.8841425	75	1
0572	23.03863041	113.1704547	66.5	1
0573	23.06573343	113.1321153	66.5	1
0574	23.15666359	112.9049408	70	1
0575	23.07059532	113.0576611	66	0
0576	23.0723988	113.0896832	67.5	1
0577	23.03791217	113.1563516	65.5	1
0578	22.89624538	112.8883289	73.5	1
0579	23.33555566	113.3075287	67.5	1
0580	23.0723988	113.0896832	67.5	1
0581	23.06817647	112.9707635	72.5	1
0582	23.04372806	113.1470411	66	1
0583	23.03964619	113.154622	65.5	1
0584	22.98796007	113.0170859	70	1
0585	23.0968614	113.041882	73	1
0586	23.01479481	113.1651816	68	1
0587	22.82452268	112.6832583	75	1
0588	23.04112492	113.1373402	65.5	0
0589	23.00022308	113.1080614	67	0
0590	22.90119911	112.8850012	73	1
0591	23.00675916	113.1290287	65	1
0592	23.03480604	113.0880386	66	1
0593	23.03489605	113.0901446	66	0
0594	23.00573639	112.9707899	75	0
0595	23.03905705	113.072597	66	0
0596	22.94081692	113.0626781	72.5	0
0597	23.0407653	113.1115737	65	0
0598	23.0387396	113.1073721	65.5	0
0599	23.00421017	113.0704232	66.5	0
0600	23.0488615	113.0718864	66	0
0601	23.03429331	113.0640067	66	0
0602	23.03041581	113.121425	65.5	0
0603	23.0208495	113.1393148	66	0
0604	22.9908325	113.0723102	68	0
0605	23.02630556	113.1403491	66	0
0606	23.04334065	113.1056167	65.5	0
0607	23.02991483	113.0576595	66	0
0608	23.01281035	113.1202326	66	0
0609	23.04516433	113.1210046	65.5	0
0610	23.0024026	113.0651869	67	0
0611	23.03004352	113.1298659	65.5	0
0612	22.91452474	113.6760975	70	1
0613	22.85615682	114.1539907	70	1
0614	23.009444	113.0925428	66	0
0615	22.97994563	114.0020847	67	1
0616	23.0103936	113.1462973	66	0
0617	23.00576024	113.1355665	65.5	0
0618	22.94362798	113.6756826	65.5	1
0619	23.08043298	113.9678196	70	1
0620	22.93224969	113.9403339	69	1
0621	22.79339959	114.1608936	70	1
0622	22.80018488	113.7826897	67	1
0623	22.97892268	113.956267	70	1
0624	22.83110817	113.7801718	69	1
0625	22.72831758	114.1967043	72	1
0626	22.78108249	114.0574014	70	1
0627	22.79633118	114.0632326	70	1
0628	22.82104527	113.8090357	65	1
0629	23.04883737	113.8557656	70	1
0630	22.81973576	113.8093302	65	1
0631	22.92277014	113.6689502	66	1
0632	22.8387028	113.7066879	68.5	1
0633	23.03128773	113.8334312	67.5	1
0634	22.99889137	113.6206429	66.5	1
0635	22.7920915	114.1017881	70	1
0636	22.96921119	113.7638371	71.5	1
0637	22.76781337	114.0421691	70	1
0638	23.05029788	113.7566159	65.5	1
0639	22.8188764	113.6774155	65.5	1
0640	22.88245435	114.0068175	75	1
0641	22.7406896	114.1664449	70	1
0642	22.96547337	114.1542792	75	1
0643	22.69796842	114.1787142	68	1
0644	22.96920507	114.1741551	75	1
0645	23.03504106	113.8561107	69	1
0646	23.02874532	113.8311519	67.5	1
0647	23.10214598	113.8030771	69.5	1
0648	23.0230261	113.8416605	68	1
0649	22.84421485	114.1744379	70	1
0650	23.06377156	113.834619	68.5	1
0651	23.0284963	113.848423	68	1
0652	22.84485611	114.1728089	70	1
0653	23.02631551	113.8422567	67.5	1
0654	22.85760935	113.0531252	70.5	1
0655	22.98796007	113.0170859	69	1
0656	22.84851008	113.1870299	70.5	1
0657	22.88459841	113.2182759	68	0
0658	22.9138949	113.2240878	74	0
0659	22.9652963	113.2460732	71.5	0
0660	22.87852312	113.0553623	75	0
0661	22.87852312	113.0553623	75	0
0662	22.70990173	113.1682307	75	1
0663	23.00974206	113.0855228	65.5	0
0664	22.80363066	113.2523984	72.5	1
0665	22.72036334	113.1550942	75	1
0666	22.85727159	113.2677905	68	1
0667	22.76789967	113.2924173	70	1
0668	22.84690063	113.2779749	68	1
0669	22.90953334	113.1809251	70	1
0670	22.93017212	113.2183671	72.5	1
0671	22.86636347	113.1383829	70	1
0672	22.85737617	113.0534819	70.5	0
0673	22.82250546	113.2418331	70	1
0674	22.8821413	113.2179369	68.5	0
0675	23.0386685	113.2034172	70	1
0676	22.85271431	113.2565554	67.5	1
0677	23.12824102	113.0139313	71	1
0678	23.10103232	113.2116872	67	1
0679	22.80574632	113.2755918	72	1
0680	23.14631831	113.1050926	68	1
0681	22.84139024	113.2631754	66	1
0682	22.84799685	113.265445	66.5	1
0683	22.82250546	113.2418331	70	1
0684	22.8413378	113.2528321	66.5	1
0685	22.81782912	113.7288782	72	1
0686	22.91334578	113.6256759	75	1
0687	23.10425851	113.8644239	72	1
0688	23.25434329	113.1416733	72.5	1
0689	22.80461472	113.7389577	72	1
0690	23.22978218	113.0857182	75	1
0691	23.12824102	113.0139313	75	1
0692	23.15072393	113.1068267	68	1
0693	23.04014697	113.1074724	65.5	0
0694	23.03509621	113.215227	68	1
0695	23.06712166	113.711025	72	1
0696	22.96894263	113.9857532	68	1
0697	22.8249516	114.1473047	75	1
0698	23.02986674	113.8069493	66	1
0699	23.06397425	113.1073552	66.5	0
0700	22.92463744	113.6632245	72	1
0701	22.94434236	113.6771283	65.5	1
0702	22.84443218	114.1749839	75	1
0703	22.78108249	114.0574014	69	1
0704	22.91789735	114.0148092	75	1
0705	23.08248182	113.8756202	68.5	1
0706	22.78849837	114.1091621	75	1
0707	23.10904412	113.824964	72	1
0708	22.88864948	113.6687951	75	1
0709	22.82311516	113.682687	65.5	1
