% Task id	Task location(GPS latitude)	Task location(GPS longtitude)
0171	22.59051277	113.8960994
0172	22.58961102	113.918917
0173	22.57966703	113.8737324
0174	22.5744374	113.8899815
0175	22.58685109	113.8936543
0176	22.58680135	113.8936142
0177	22.57500555	113.8905324
0178	22.59461111	113.9010205
0179	22.56548368	113.894197
0180	22.58145629	113.8647656
0181	22.58095046	113.8998611
0182	22.57756841	113.9026461
0183	22.56975718	113.9104326
0184	22.5861062	113.8943549
0185	22.58166841	113.8803978
0186	22.55544624	113.8991863
0187	22.55443044	113.8943467
0188	22.57352699	113.8751521
0189	22.74690859	114.0246196
0190	22.55592573	113.8918949
0191	22.57721378	113.8818248
0192	22.56233651	113.9076439
0193	22.57483549	113.8811973
0194	22.56840437	113.8955019
0195	22.57179737	113.8938529
0196	22.57991456	113.9186506
0197	22.58118773	113.919615
0198	22.58699587	113.8709936
0199	22.70743279	113.9300131
0200	22.59026789	113.8716802
0201	22.56723379	113.8977448
0202	22.58148284	113.9198961
0203	22.56634249	113.8997181
0204	22.58699587	113.8709936
0205	22.56702598	113.9105272
0206	22.57942148	113.8916572
0207	22.59021636	113.9036465
0208	22.57129816	113.8920232
0209	22.56483939	113.9142709
0210	22.56648854	113.8811251
0211	22.53470014	113.934485
0212	22.56356707	113.8834799
0213	22.58829674	113.8708217
0214	22.57134458	113.894243
0215	22.5643814	113.9089121
0216	22.56392369	113.9068952
0217	22.56417316	113.908003
0218	22.58433891	113.8809909
0219	22.59001679	113.8669876
0220	23.12505187	113.4261179
0221	23.1328338	113.4343643
0222	23.12908146	113.425454
0223	23.15568967	113.4144292
0224	23.12689122	113.4261471
0225	23.13405701	113.401953
0226	23.12689122	113.4261471
0227	23.13146449	113.3995361
0228	23.1243926	113.4262066
0229	23.12922062	113.422686
0230	23.12411148	113.4260987
0231	23.20441423	113.3732346
0232	23.16612927	113.3856429
0233	23.12923272	113.4285739
0234	23.13438526	113.3869839
0235	23.18017757	113.3575718
0236	23.16306207	113.3489867
0237	23.17957517	113.3573318
0238	23.14151184	113.3622198
0239	23.17402066	113.3658252
0240	23.12820124	113.4098039
0241	23.17773454	113.3592463
0242	23.17196247	113.3533515
0243	23.14151184	113.3622198
0244	23.17630829	113.3577083
0245	23.11822805	113.3654361
0246	23.1912179	113.3356676
0247	23.1205956	113.3644074
0248	23.1210796	113.3705992
0249	23.1582894	113.3588341
0250	23.1215785	113.3771234
0251	23.12641073	113.3664706
0252	23.1630241	113.3350317
0253	23.12173317	113.3642769
0254	23.11797902	113.3634212
0255	23.21850801	113.38547
0256	23.16659194	113.3382389
0257	23.21664501	113.391511
0258	23.12116497	113.4259499
0259	23.16612927	113.3856429
0260	23.11974432	113.4242469
0261	23.2032568	113.371018
0262	23.19488528	113.3482489
0263	23.21719106	113.3842337
0264	23.207743	113.3871093
0265	23.16791901	113.333968
0266	23.12054511	113.3786088
0267	23.2066358	113.3301951
0268	23.16389013	113.4163251
0269	23.16825306	113.3381455
0270	23.12768631	113.3370741
0271	23.13175467	113.4083019
0272	23.12652681	113.3397282
0273	23.12252179	113.3355431
0274	23.12769351	113.3375407
0275	23.16515112	113.4156573
0276	23.16156123	113.3040001
0277	23.19965405	113.3471287
0278	23.16612927	113.3856429
0279	23.13075055	113.3357563
0280	23.15618288	113.312235
0281	23.16612927	113.3856429
0282	23.12544156	113.4121673
0283	23.20209388	113.4056993
0284	23.14811461	113.3527602
0285	23.14634409	113.3274108
0286	23.14744653	113.3511514
0287	23.20467801	113.432874
0288	23.13689572	113.3511279
0289	23.14080635	113.3458805
0290	23.15029712	113.3464253
0291	23.13980826	113.3276992
0292	23.12741628	113.4158214
0293	23.1347199	113.3692562
0294	23.13708468	113.3341858
0295	23.13325275	113.3927583
0296	23.14043782	113.3856567
0297	23.13020053	113.3756045
0298	23.13208667	113.3897653
0299	23.13746237	113.3939663
0300	23.1332381	113.3860504
0301	23.11587316	113.4138164
0302	23.17528334	113.3591743
0303	23.13600769	113.3859074
0304	23.13612309	113.3963694
0305	23.11401571	113.4172338
0306	23.11486722	113.4190267
0307	23.11640019	113.4177526
0308	23.14889709	113.3141524
0309	23.14097651	113.3827285
0310	23.13554328	113.3499491
0311	23.1388268	113.3854092
0312	23.1584355	113.3504712
0313	23.11401571	113.4172338
0314	23.15181752	113.3170388
0315	23.14281326	113.376374
0316	23.16518518	113.3251699
0317	23.14179474	113.3769596
0318	23.1381659	113.3728361
0319	23.1381659	113.3728361
0320	23.14174121	113.377658
0321	23.142295	113.3788442
0322	23.16922499	113.3296776
0323	23.14033634	113.3742391
0324	23.18859501	113.3424595
0325	23.14205325	113.3791218
0326	23.1299184	113.3862624
0327	23.19728186	113.3735902
0328	23.13028106	113.3863021
0329	23.17598801	113.359472
0330	23.17212957	113.3267016
0331	23.1475	113.4439109
0332	23.18831874	113.3423526
0333	23.17480316	113.3322298
0334	23.19650484	113.3731917
0335	23.16114801	113.407645
0336	23.14494501	113.34224
0337	23.16612927	113.3856429
0338	23.15972056	113.4046289
0339	23.15892328	113.4010558
0340	23.12688441	113.4190483
0341	23.11859266	113.363084
0342	23.12929222	113.4225656
0343	23.12220706	113.4038838
0344	23.20681869	113.3719943
0345	23.1758545	113.3986552
0346	23.20819295	113.3782438
0347	23.20044124	113.3735598
0348	23.17843172	113.4044495
0349	23.17442846	113.4055186
0350	23.2025618	113.3730311
0351	23.13509985	113.3314282
0352	23.20837788	113.3759994
0353	23.2015648	113.3728935
0354	23.16612927	113.3856429
0355	23.15243901	113.335162
0356	23.20200824	113.3923275
0357	23.14183643	113.3781751
0358	23.20157236	113.3932173
0359	23.16612927	113.3856429
0360	23.15263157	113.3319798
0361	23.13349021	113.4174727
0362	23.11575166	113.4317335
0363	23.11368753	113.4290361
0364	23.12638053	113.3942373
0365	23.1193031	113.4255468
0366	23.19773995	113.4183009
0367	23.20168853	113.3996451
0368	23.13081846	113.3660173
0369	23.12857886	113.3915925
0370	23.19899194	113.4238969
0371	23.1632708	113.3191358
0372	23.16256359	113.320802
0373	23.1284712	113.3912495
0374	23.13205746	113.4221537
0375	23.13422755	113.4403644
0376	23.13285803	113.4363703
0377	23.11279965	113.4187034
0378	23.13344913	113.43629
0379	23.13376665	113.4347543
0380	23.13583071	113.4350654
0381	23.13375072	113.4413379
0382	23.12890686	113.3660867
0383	23.1291518	113.3668751
0384	23.12281346	113.4178167
0385	23.12885506	113.4188679
0386	23.11962203	113.4152453
0387	23.12186551	113.4159949
0388	23.12039061	113.4185514
0389	23.15693214	113.3509639
0390	23.12922062	113.422686
0391	23.13249699	113.4178735
0392	23.12515753	113.3292059
0393	23.12922062	113.422686
0394	23.16964159	113.3892304
0395	23.1402856	113.3760807
0396	23.17610377	113.3747066
0397	23.14206099	113.379267
0398	23.13774085	113.3623959
0399	23.17840518	113.3389591
0400	23.14545882	113.3660191
0401	23.1216073	113.3470553
0402	23.12290431	113.3527004
0403	23.1469423	113.369359
0404	23.16612927	113.3856429
0405	23.16612927	113.3856429
0406	23.1968891	113.3339044
0407	23.16202059	113.3130133
0408	23.19978107	113.4060446
0409	23.17969451	113.3261765
0410	23.12579085	113.4293179
0411	23.16612927	113.3856429
0412	23.14080318	113.350435
0413	23.12530182	113.4031386
0414	23.16732015	113.3237873
0415	23.1212872	113.4070672
0416	23.12759406	113.4087636
0417	23.14004212	113.3796294
0418	23.15532417	113.3310176
0419	23.16612927	113.3856429
0420	23.13711924	113.3898865
0421	23.15512634	113.3308469
0422	23.12565121	113.4288337
0423	23.1486366	113.4428693
0424	23.1745072	113.3612287
0425	23.16612927	113.3856429
0426	23.15713798	113.3418418
0427	23.1383053	113.3650099
0428	23.16376379	113.4356948
0429	23.12723201	113.403614
0430	23.12470045	113.4104321
0431	23.14682911	113.4408893
0432	23.16329001	113.344705
0433	23.11545269	113.402635
0434	23.11665299	113.370997
0435	23.11770618	113.3701314
0436	23.12456025	113.4004077
0437	23.17843093	113.3484722
0438	23.15891441	113.403394
0439	23.11751722	113.3707793
0440	23.13002371	113.401493
0441	23.13236227	113.4009143
0442	23.12326076	113.3772618
0443	23.13044998	113.4046842
0444	23.12791853	113.4032901
0445	23.12936525	113.4034057
0446	23.12636543	113.4019455
0447	23.12926908	113.4012359
0448	23.12686091	113.3989386
0449	23.12865975	113.4003061
0450	23.12767612	113.399922
0451	23.12838811	113.3999267
0452	23.12577436	113.4021331
0453	23.17110001	113.386176
0454	23.1702714	113.3845854
0455	23.169935	113.3873962
0456	23.17088694	113.384945
0457	23.17297534	113.3891679
0458	23.13224525	113.4015337
0459	23.1223545	113.4039966
0460	23.16733018	113.3884603
0461	23.16612705	113.3911312
0462	23.13783116	113.3491553
0463	23.10524047	113.2651575
0464	23.10335599	113.2791487
0465	23.10191316	113.2751669
0466	23.16612927	113.3856429
0467	23.11103724	113.2883062
0468	23.12895676	113.4276409
0469	23.19628164	113.3347933
0470	23.19665542	113.337286
0471	23.10907036	113.2547014
0472	23.13283733	113.4193566
0473	23.10129999	113.2946521
0474	23.10122986	113.2946722
0475	23.1076787	113.3386013
0476	23.0742034	113.3630844
0477	23.10408936	113.3351389
0478	23.0742034	113.3630844
0479	23.06418839	113.362687
0480	23.05671252	113.3457198
0481	23.09089713	113.3003223
0482	23.09919654	113.3296033
0483	23.114957	113.2814447
0484	23.08312711	113.3007523
0485	23.07960516	113.3043783
0486	23.0845868	113.2826599
0487	23.09498583	113.3411369
0488	23.08619006	113.325538
0489	23.10167845	113.3425208
0490	23.10320259	113.3264069
0491	23.11506401	113.281722
0492	23.08098288	113.2878
0493	23.10157845	113.3266995
0494	23.09761507	113.3055911
0495	23.09454748	113.2876803
0496	23.09458181	113.2923934
0497	23.09732543	113.3034853
0498	23.10574469	113.3011106
0499	23.09263632	113.3419836
0500	23.10420069	113.3532167
0501	23.10483155	113.3448499
0502	23.08280922	113.2929272
0503	23.08293112	113.2934438
0504	23.10815359	113.3117107
0505	23.0968528	113.2906035
0506	23.06315734	113.3646997
0507	23.07284432	113.3113609
0508	23.07267048	113.3109996
0509	23.07350832	113.3089423
0510	23.09866075	113.2876385
0511	23.10608204	113.3150025
0512	23.10909927	113.2863779
0513	23.07291504	113.3591541
0514	23.10904524	113.2867449
0515	23.07619087	113.2972712
0516	23.09674521	113.2733857
0517	23.07414653	113.3633138
0518	23.08762923	113.3338413
0519	23.10959733	113.2644583
0520	23.11302326	113.2717933
0521	23.08626228	113.3252833
0522	23.08762923	113.3338413
0523	23.09083386	113.3481028
0524	23.09443038	113.2912593
0525	23.08611484	113.3571097
0526	23.09074297	113.347183
0527	23.08759594	113.2925606
0528	23.06997542	113.2871034
0529	23.09395878	113.2918453
0530	23.09395878	113.2918453
0531	23.07809247	113.2881606
0532	23.10572662	113.3155669
0533	23.08702438	113.3198584
0534	23.07492128	113.2841109
0535	23.08663504	113.3251015
0536	23.08619006	113.325538
0537	23.08762923	113.3338413
0538	23.08777107	113.327694
0539	23.08393271	113.3575898
0540	23.0885492	113.3250723
0541	23.1045085	113.3148747
0542	23.08238575	113.3038992
0543	23.08135228	113.3015904
0544	23.08169015	113.3026379
0545	23.08371758	113.296943
0546	23.08024183	113.2971605
0547	23.08703248	113.2980198
0548	23.08703864	113.3001433
0549	23.10764362	113.2701929
0550	23.09830727	113.2771132
0551	23.06045481	113.3396684
0552	23.08855622	113.3276184
0553	23.05642216	113.3468796
0554	23.07535847	113.2994357
0555	23.09450564	113.3494191
0556	23.0769887	113.306174
0557	23.09830727	113.2771132
0558	23.10764362	113.2701929
0559	23.11502775	113.2691385
0560	23.0908047	113.286799
0561	23.08216973	113.3399428
0562	23.08267459	113.3418352
0563	23.11712058	113.2787457
0564	23.10004705	113.2703402
0565	23.07510657	113.27627
0566	23.10947776	113.2747799
0567	23.08605616	113.2910893
0568	23.08371085	113.2907706
0569	23.09280254	113.3140215
0570	23.09734752	113.3148837
0571	23.0960694	113.3132581
0572	23.08762923	113.3338413
0573	23.08762923	113.3338413
0574	23.09640402	113.3144109
0575	23.09280254	113.3140215
0576	23.08544367	113.3855935
0577	23.09618582	113.3140307
0578	23.09338705	113.3134209
0579	23.09795055	113.3143101
0580	23.09528619	113.3185577
0581	23.09389183	113.3159897
0582	23.09436	113.3167254
0583	23.09389183	113.3159897
0584	23.09716146	113.3136987
0585	23.08762923	113.3338413
0586	23.09389183	113.3159897
0587	23.09409555	113.3163308
0588	23.09420024	113.3188899
0589	23.0878842	113.3451148
0590	23.09692509	113.3269848
0591	23.08973575	113.2976973
0592	23.08308279	113.3399863
0593	23.08637024	113.3412992
0594	23.11019087	113.329128
0595	23.06625282	113.3205315
0596	23.08308279	113.3399863
0597	23.09702401	113.271248
0598	23.09179241	113.3108031
0599	23.08443045	113.3005584
0600	23.09378139	113.3058854
0601	23.07471447	113.309575
0602	23.0938719	113.3071937
0603	23.09236038	113.310923
0604	23.09538155	113.31135
0605	23.09120807	113.3040622
0606	23.09369936	113.3105567
0607	23.1379793	113.2105169
0608	23.09908867	113.3087889
0609	23.08981619	113.3357429
0610	23.08636387	113.3323075
0611	23.07122717	113.2953972
0612	23.07708809	113.2899715
0613	23.08727993	113.3326277
0614	23.08719521	113.3339208
0615	23.08762923	113.3338413
0616	23.06273312	113.3638479
0617	23.07618942	113.2946005
0618	23.07784748	113.2986038
0619	23.10627448	113.3002881
0620	23.1229609	113.2624036
0621	23.08762923	113.3338413
0622	23.07951586	113.2823217
0623	23.11421758	113.285233
0624	23.08762923	113.3338413
0625	23.08205701	113.280943
0626	23.10607866	113.2918264
0627	23.08762923	113.3338413
0628	23.0765992	113.3605562
0629	23.08762923	113.3338413
0630	23.07402047	113.3605711
0631	23.07837933	113.3554514
0632	23.08762923	113.3338413
0633	23.07152743	113.3273101
0634	23.07402047	113.3605711
0635	23.07796368	113.3569347
0636	23.07838549	113.358134
0637	23.07781713	113.3550919
0638	23.08444791	113.3294982
0639	23.07775339	113.3546727
0640	23.07246747	113.323825
0641	23.0718287	113.2890075
0642	23.08065868	113.2770048
0643	23.07294792	113.3250291
0644	23.10737998	113.2957577
0645	23.08762923	113.3338413
0646	23.07094246	113.32752
0647	23.08658267	113.3421038
0648	23.08762923	113.3338413
0649	23.09377133	113.3676052
0650	23.09544271	113.3453691
0651	23.09608467	113.3047565
0652	23.07991274	113.2808283
0653	23.09899171	113.2601142
0654	23.09312304	113.2935605
0655	23.07540145	113.2892083
0656	23.09857836	113.2662736
0657	23.07401136	113.2887508
0658	23.09660821	113.321503
0659	23.09863094	113.3182336
0660	23.10543561	113.2895225
0661	23.0958718	113.3252172
0662	23.12437571	113.2829182
0663	23.08762923	113.3338413
0664	23.08572322	113.3332898
0665	23.09227222	113.3127916
0666	23.09150881	113.3161723
0667	23.0910146	113.3255241
0668	23.10130249	113.3146942
0669	23.09656735	113.3213264
0670	23.10041876	113.333484
0671	23.10104752	113.3364545
0672	23.10275735	113.318254
0673	23.07324994	113.3134624
0674	23.08762923	113.3338413
0675	23.09060267	113.3623609
0676	23.09478623	113.3367409
0677	23.09134812	113.3632169
0678	23.09100546	113.3318167
0679	23.09019405	113.2772433
0680	23.09169795	113.2754754
0681	23.07668521	113.3096702
0682	23.09821801	113.268301
0683	23.10905359	113.3179521
0684	23.10022614	113.2726541
0685	23.06418839	113.362687
0686	23.10274771	113.2711952
0687	23.08249298	113.3850366
0688	23.15365534	113.2342723
0689	23.09735944	113.2842601
0690	23.17204515	113.2813927
0691	23.1972434	113.2627572
0692	23.2075447	113.2432108
0693	23.21081029	113.2450433
0694	23.21081029	113.2450433
0695	23.16551455	113.2295885
0696	23.29451408	113.3313063
0697	23.22906404	113.3128156
0698	23.29451408	113.3313063
0699	23.16551455	113.2295885
0700	23.1882337	113.2684768
0701	23.22172826	113.3087789
0702	23.19082252	113.2724791
0703	23.29451408	113.3313063
0704	23.22152157	113.309553
0705	23.17819414	113.2647026
0706	23.16970076	113.245911
0707	23.17859247	113.2639853
0708	23.29451408	113.3313063
0709	23.22152157	113.309553
0710	23.22075746	113.3080152
0711	23.17664253	113.2559723
0712	23.19684776	113.2734356
0713	23.22620436	113.3073348
0714	23.23160086	113.3106535
0715	23.22385331	113.306929
0716	23.19246089	113.2736317
0717	23.2207284	113.3089485
0718	23.23782901	113.308346
0719	23.22481794	113.3054284
0720	23.16732015	113.2597465
0721	23.23396983	113.3109769
0722	23.19462568	113.2640926
0723	23.23407815	113.3101896
0724	23.23543796	113.2770141
0725	23.17583833	113.2481992
0726	23.19886704	113.2716597
0727	23.21273332	113.2413421
0728	23.16615703	113.2591405
0729	23.22557919	113.3125664
0730	23.1761072	113.2475017
0731	23.149658	113.2253947
0732	23.19928979	113.2671345
0733	23.19993947	113.2613617
0734	23.20932455	113.2579986
0735	23.21080059	113.2590832
0736	23.19803415	113.2646108
0737	23.21021749	113.2556476
0738	23.20841472	113.2577212
0739	23.19797648	113.3331576
0740	23.29451408	113.3313063
0741	23.15870575	113.2662883
0742	23.22596441	113.272686
0743	23.18968038	113.2672583
0744	23.17903723	113.2753205
0745	23.29451408	113.3313063
0746	23.19071731	113.2582008
0747	23.19086356	113.2558512
0748	23.19166658	113.2583624
0749	23.22975601	113.293487
0750	23.20256571	113.3294117
0751	23.24077183	113.2899343
0752	23.17679539	113.2427467
0753	23.24237056	113.2816939
0754	23.29451408	113.3313063
0755	23.19826252	113.2586816
0756	23.20025698	113.3283594
0757	23.24560454	113.2888119
0758	23.29451408	113.3313063
0759	23.24426247	113.2777915
0760	23.24383596	113.2876449
0761	23.21901243	113.3357352
0762	23.24378498	113.2856705
0763	23.22680334	113.3094638
0764	23.13699912	113.3948015
0765	23.17474288	113.2416578
0766	23.24560454	113.2888119
0767	23.24560454	113.2888119
0768	23.15641688	113.2530431
0769	23.220519	113.2340276
0770	23.18848224	113.2338488
0771	23.17973157	113.262242
0772	23.19899749	113.2610729
0773	23.18843764	113.2354044
0774	23.17978401	113.262046
0775	23.18091592	113.2621524
0776	23.16478319	113.2473809
0777	23.19986204	113.258489
0778	23.19638848	113.2725975
0779	23.20526565	113.2611606
0780	23.19331614	113.2401122
0781	23.15994989	113.2278135
0782	23.19746128	113.2366326
0783	23.20118206	113.2627445
0784	23.185965	113.2552556
0785	23.17923709	113.2590134
0786	23.1998715	113.2585149
0787	23.18851763	113.2567373
0788	23.15620952	113.2280859
0789	23.20062261	113.2614293
0790	23.29451408	113.3313063
0791	23.16705287	113.2287605
0792	23.16697007	113.2358627
0793	23.16426121	113.2281478
0794	23.16835494	113.2304667
0795	23.22038167	113.2321281
0796	23.21280913	113.2563331
0797	23.20808563	113.2577813
0798	23.16524223	113.2286286
0799	23.18217853	113.2613571
0800	23.18749279	113.2575708
0801	23.19898134	113.2488865
0802	23.21238008	113.2455835
0803	23.17505201	113.245989
0804	23.21935059	113.2920397
0805	23.17148317	113.2721342
0806	23.25614853	113.3214684
0807	23.17565746	113.2420579
0808	23.21372435	113.2599992
0809	23.29451408	113.3313063
0810	23.17480224	113.2576545
0811	23.17628972	113.2569385
0812	23.19141113	113.2669427
0813	23.18587456	113.2571944
0814	23.22653607	113.2354234
0815	23.16474804	113.26768
0816	23.14899517	113.1701124
0817	23.17905304	113.2571002
0818	23.1726583	113.2597049
0819	23.21972176	113.2312636
0820	23.18428586	113.233682
0821	23.21701057	113.2848997
0822	23.21774241	113.2316159
0823	23.21232983	113.3325744
0824	23.21671701	113.229748
0825	23.16893487	113.2760813
0826	23.21039927	113.331032
0827	23.21301495	113.2392469
0828	23.18289047	113.2501184
0829	23.19890609	113.2732558
0830	23.24022717	113.2930114
0831	23.22301032	113.2559252
0832	23.29451408	113.3313063
0833	23.23640419	113.2853056
0834	23.24560454	113.2888119
0835	23.19697373	113.2484183
0836	23.19232397	113.3463288
0837	23.23654201	113.285113
0838	23.18454838	113.2523117
0839	23.21091918	113.2644936
0840	23.22787383	113.3117009
0841	23.16409511	113.2395024
0842	23.22872783	113.3112224
0843	23.19283563	113.2628347
0844	23.19025492	113.3292015
0845	23.22737521	113.3126598
0846	23.18637825	113.3297315
0847	23.17992592	113.2151645
0848	23.21344409	113.2646931
0849	23.21375646	113.2674042
0850	23.15268275	113.23529
0851	23.29451408	113.3313063
0852	23.17992592	113.2151645
0853	23.15292102	113.2342537
0854	23.29451408	113.3313063
0855	23.17595545	113.2641923
0856	23.17114122	113.2799194
0857	23.23053044	113.2723441
0858	23.16472703	113.2682921
0859	23.18617447	113.3315811
0860	23.16573237	113.2679602
0861	23.18760291	113.3293309
0862	23.17362081	113.2633331
0863	23.18816635	113.3329707
0864	23.17457471	113.2653971
0865	23.22234285	113.2980538
0866	23.22220281	113.2988216
0867	23.18654602	113.3324006
0868	23.17548991	113.2751534
0869	23.22320441	113.2952196
0870	23.15800356	113.2702271
0871	23.18394007	113.2793908
0872	23.15907497	113.2706768
0873	23.22286001	113.299456
0874	23.21638169	113.282026
0875	23.21458458	113.2824032
0876	23.2120392	113.2891444
0877	23.23938801	113.30976
0878	23.21842479	113.2864192
0879	23.2119763	113.2842362
0880	23.21230095	113.2845938
0881	23.21717004	113.284034
0882	23.21435318	113.2820337
0883	23.21252068	113.2844637
0884	23.21643674	113.2890167
0885	23.16048646	113.2704677
0886	23.2039612	113.2704814
0887	23.20637145	113.2285328
0888	23.23628282	113.30108
0889	23.20270245	113.2661344
0890	23.17449779	113.2613051
0891	23.20560732	113.2648246
0892	23.17431501	113.266745
0893	23.24196262	113.349727
0894	23.19493301	113.267895
0895	23.21065722	113.2806479
0896	23.21064085	113.2799764
0897	23.20980726	113.2772582
0898	23.36455785	113.2098988
0899	23.21790117	113.2911809
0900	23.23279101	113.282031
0901	23.23181953	113.2828578
0902	23.21210315	113.2646045
0903	23.20924966	113.2630645
0904	23.17969706	113.3256248
0905	23.23262559	113.2838394
0906	23.2419148	113.296958
0907	23.2258926	113.2607138
0908	23.23220257	113.2828156
0909	23.23220257	113.2828156
0910	23.29451408	113.3313063
0911	23.29451408	113.3313063
0912	23.2265657	113.2962791
0913	23.2265657	113.2962791
0914	23.2265657	113.2962791
0915	23.22499187	113.2319476
0916	23.29451408	113.3313063
0917	23.16855947	113.254759
0918	23.22242701	113.237711
0919	23.22244292	113.2342204
0920	23.22114324	113.2319099
0921	23.22618785	113.2374362
0922	23.22575631	113.232599
0923	23.22082641	113.2298735
0924	23.2306603	113.3056785
0925	23.22332543	113.2744367
0926	23.22050464	113.2826379
0927	23.22450282	113.2720301
0928	23.22129673	113.2727296
0929	23.22288001	113.271505
0930	23.17809539	113.2469203
0931	23.22202087	113.2716705
0932	23.23525067	113.280295
0933	23.22138334	113.27877
0934	23.15633512	113.270731
0935	23.14935422	113.233401
0936	23.23439887	113.3108505
0937	23.14803299	113.2340485
0938	23.17893034	113.2535192
